ID,Nombre,Equipo,Puntaje,Competencias
44959,kqhw,Rogue,35,22
45770,dnxrv,T1,2,22
20037,bgtha,T1,5,19
2885,vplmvxjt,Hanwha Life Esports,56,45
36688,blmws,Cloud9,22,26
2443,ophs,Fnatic,57,28
25563,hjlp,T1,10,9
8695,kyabgazv,Sentinels,61,38
3567,est,Hanwha Life Esports,60,25
6716,qlbtuesd,Rogue,65,22
22013,thwpuisg,Fnatic,1,3
33053,clqdut,FlyQuest,27,38
43381,utcui,100 Thieves,52,36
14866,tqrols,Rogue,100,31
9634,aptrxt,G2 Esports,15,23
11637,kcftfr,Hanwha Life Esports,91,35
40833,zreb,Fnatic,44,12
16868,pdyjehy,Gen.G,5,29
2126,rtxxmf,Fnatic,98,40
39649,rumjmjfg,Sentinels,74,33
43304,jugepcon,T1,30,39
43622,izktdoj,Damwon Gaming,41,27
7450,nusepiin,G2 Esports,20,23
34735,rbs,Damwon Gaming,60,14
21054,arx,Cloud9,53,17
28627,fem,Sentinels,96,16
36386,npgq,T1,45,1
35804,frb,Fnatic,0,16
49865,guhiipwp,T1,100,29
26644,zmd,FlyQuest,78,15
16606,gntntj,Gen.G,61,12
9446,qzibyipu,Rogue,51,42
40343,vdamu,MAD Lions,81,30
10907,pxlvi,FlyQuest,2,22
32386,ytdgp,Gen.G,37,8
18392,mwxxsehe,Gen.G,8,36
30924,pzai,Damwon Gaming,91,2
39918,ebnnlng,MAD Lions,18,22
23677,axs,MAD Lions,78,22
12031,fwoejh,Rogue,70,13
41069,zww,Fnatic,50,34
2188,bdtoxm,FlyQuest,35,18
6654,jawaswni,Sentinels,74,43
3465,izftllnr,Fnatic,92,16
2569,gwk,Gen.G,63,28
2046,nzf,MAD Lions,20,6
28409,xgabb,Sentinels,27,22
31936,hmcyxbcz,Damwon Gaming,3,44
1217,sxpugcl,Fnatic,93,10
15781,bzzujjn,T1,86,21
42940,hcurqeq,Rogue,28,24
22881,nyyuxjcl,Cloud9,11,36
13237,voxp,Cloud9,1,6
2215,xitq,FlyQuest,56,18
37082,abudsv,100 Thieves,88,44
30509,dwosxkr,Damwon Gaming,22,15
23377,syo,G2 Esports,53,43
29617,yffkpay,Fnatic,54,20
2788,ytiyvghm,Sentinels,21,31
6104,akcfvq,Damwon Gaming,98,15
46647,qtjnrn,T1,82,8
27241,fcwx,100 Thieves,33,6
30626,xtihveyc,Sentinels,40,10
14374,uukc,Damwon Gaming,60,32
10251,oejbi,Sentinels,97,40
13286,bmgx,T1,32,21
24118,djgcmy,Cloud9,40,45
21866,wwmrsa,Cloud9,89,39
49443,ndapucq,FlyQuest,27,39
34589,paxhtz,MAD Lions,36,10
34882,adolr,Hanwha Life Esports,100,40
28939,zhi,Damwon Gaming,99,44
28038,wmnnpe,G2 Esports,75,29
36752,dtsmh,MAD Lions,34,16
19396,pvfz,G2 Esports,99,6
46030,bakl,MAD Lions,24,43
23741,iyzvilvn,Damwon Gaming,23,37
37831,mrg,Hanwha Life Esports,65,39
23116,ziwp,FlyQuest,12,40
48338,ziwydq,Fnatic,67,44
23589,hnalqyqc,Cloud9,91,45
22450,lurpvq,T1,29,33
3728,lvjzq,G2 Esports,54,36
36354,zifnmr,G2 Esports,79,5
28170,asmfgjr,Gen.G,95,21
44937,vpmiv,Hanwha Life Esports,11,20
40753,tleea,MAD Lions,25,4
32172,onzgwk,Sentinels,88,33
46324,ehqkd,Sentinels,1,5
32240,hifbhz,FlyQuest,78,7
39903,sdpttxcq,G2 Esports,26,10
25404,vrqmbh,Damwon Gaming,41,22
49409,aza,Hanwha Life Esports,59,27
36333,kgned,Damwon Gaming,68,25
11769,hqn,MAD Lions,22,15
29723,naq,Rogue,96,5
35810,djsw,Rogue,15,19
14439,dtdpg,Cloud9,26,11
22834,ymvvf,Hanwha Life Esports,68,1
10186,ugs,Immortals,4,44
14795,lasq,G2 Esports,35,1
42569,mmg,MAD Lions,38,28
42296,njlsh,Gen.G,72,37
336,mecnxnje,Immortals,77,42
1906,pqq,Rogue,68,38
5099,ppo,T1,9,5
31065,yzgiltq,Immortals,43,45
22759,fhmfvy,Hanwha Life Esports,21,21
32698,uke,Immortals,75,19
15490,hivbht,Fnatic,92,32
36488,maammy,G2 Esports,100,39
41455,osfem,Rogue,61,11
40608,mrrvl,MAD Lions,16,26
46361,ivt,Fnatic,2,38
35180,ccg,MAD Lions,93,23
36289,vbkeonv,FlyQuest,46,41
29567,wqve,100 Thieves,90,4
40318,uzck,FlyQuest,46,23
13739,zcvswmk,Hanwha Life Esports,33,9
3641,vyif,Cloud9,55,36
31994,gnvi,100 Thieves,45,33
38193,rpcr,G2 Esports,30,8
4994,ssg,Hanwha Life Esports,59,28
3192,ehkkybbe,FlyQuest,87,12
15549,dxcgemwl,MAD Lions,14,23
36066,ccvi,T1,42,36
38833,rbxleqh,Immortals,100,41
39620,soybyq,Cloud9,27,33
36661,wfrrm,Sentinels,64,26
28057,vhrng,Rogue,8,27
35159,qkzxc,Gen.G,95,2
35802,onqsvg,MAD Lions,69,6
45753,opubp,MAD Lions,40,38
35292,xxbsmz,Gen.G,88,41
38512,xzkhu,Hanwha Life Esports,0,13
37756,wxxc,Immortals,50,25
17728,pzfn,G2 Esports,21,15
22992,syzqd,100 Thieves,30,5
783,pmr,Fnatic,7,32
18659,pzjv,Cloud9,44,18
44861,wdjpaw,G2 Esports,13,22
38020,lghkhb,FlyQuest,64,42
9735,vjwfiilk,Fnatic,44,41
34794,hxklxg,Gen.G,53,10
22331,oxqfq,G2 Esports,94,9
42566,chnefmg,Damwon Gaming,89,42
35813,blg,FlyQuest,7,34
22301,lhxefca,Rogue,71,12
13338,woqcwnjy,MAD Lions,100,32
43559,ard,Gen.G,12,4
21953,rwih,Fnatic,49,28
15102,utr,G2 Esports,96,15
47813,rsfwq,Hanwha Life Esports,10,8
25600,cfc,100 Thieves,95,42
29558,gkuajt,Sentinels,98,34
50000,cfaz,T1,15,22
12417,hcbh,Gen.G,19,39
29867,uognsmdl,Cloud9,100,16
19981,foymufoo,T1,99,39
35517,hgbxwuc,Sentinels,41,41
14691,yymfy,Fnatic,50,35
27426,rmgsby,T1,12,39
27955,zwfxtp,FlyQuest,16,41
1407,diinx,Sentinels,38,35
42868,qnmizx,Sentinels,92,24
38859,zyvc,G2 Esports,55,16
40850,ykgzo,Rogue,98,15
15499,evgthob,Gen.G,77,14
36350,dptd,Fnatic,97,24
37568,hzuxucn,Hanwha Life Esports,8,24
5548,sfsrt,100 Thieves,63,44
26815,zug,Cloud9,59,29
30230,pmgdsv,Rogue,35,27
26480,iybit,Immortals,62,44
16132,lzggzx,Gen.G,28,43
10528,esekq,Gen.G,30,15
20039,xogg,Cloud9,26,1
36862,bygjbgtg,MAD Lions,49,37
15506,mbull,Rogue,14,10
45646,xvvv,T1,10,2
8217,njzlov,Sentinels,36,39
48945,bxaqaue,G2 Esports,39,44
47797,pazfws,100 Thieves,91,28
40030,gfhavnci,Immortals,29,6
22982,avkqqh,MAD Lions,7,6
23416,jqh,FlyQuest,58,43
7984,erqnyu,Hanwha Life Esports,50,25
23481,lmtyoyb,FlyQuest,58,10
32426,symfnt,Immortals,37,13
44258,vvzr,G2 Esports,32,41
13355,qchiehcp,G2 Esports,92,25
40267,kkkr,Hanwha Life Esports,19,45
9892,mpwe,100 Thieves,81,43
22940,ngsfjuf,Fnatic,52,6
4626,aos,FlyQuest,41,43
32949,zalz,G2 Esports,95,6
29417,ilsxiat,MAD Lions,76,29
25084,nmr,Cloud9,55,2
25208,ifpasum,Sentinels,85,5
23353,ccpxha,G2 Esports,24,27
387,mrs,T1,2,10
45422,vaqsp,Immortals,73,35
34948,caaq,Gen.G,76,23
48619,xgtuwvk,Rogue,22,34
9683,oupffxe,MAD Lions,45,13
48432,ktzwwu,G2 Esports,85,11
23268,biwmisdz,Cloud9,77,25
19406,yoxr,Rogue,15,32
18715,qvp,MAD Lions,10,19
24780,uckyfwp,Immortals,20,30
36501,ohce,FlyQuest,98,41
43079,npvht,T1,96,12
49757,mwr,Hanwha Life Esports,20,36
21560,ezhld,Fnatic,4,32
26169,wulkz,MAD Lions,4,44
30291,odnasyh,T1,12,4
7368,fvd,FlyQuest,30,45
14538,dwzl,Sentinels,5,22
41874,ccuooz,100 Thieves,95,18
43615,xpx,Immortals,67,7
14397,uvqxnpdx,G2 Esports,3,8
16765,ciyia,Cloud9,44,31
5864,gqbg,Gen.G,57,22
7382,uzbn,Gen.G,33,34
20598,itzzol,G2 Esports,74,36
43671,onthepl,100 Thieves,34,15
14759,ejdqmann,Rogue,37,2
7975,fsoz,Gen.G,52,28
46908,wdflt,G2 Esports,41,26
14120,nlwe,Immortals,87,13
37373,ryssc,G2 Esports,44,23
24893,ohmqasl,Cloud9,95,29
36779,aov,FlyQuest,49,15
10336,hku,FlyQuest,66,31
47263,sniodvxb,Gen.G,68,10
4374,fcleqigq,Immortals,11,45
45113,trxc,Fnatic,43,20
40923,kfzmynm,G2 Esports,75,5
43107,tmxd,Cloud9,45,11
15714,zizttf,Damwon Gaming,27,8
35003,cfpcx,Damwon Gaming,66,11
901,rvf,MAD Lions,24,28
4801,oodv,FlyQuest,26,3
28837,voi,Rogue,74,42
3711,mubgtd,T1,62,1
37790,kzbrtu,T1,15,31
454,rbcvbjb,G2 Esports,97,39
25052,hss,Immortals,36,20
2237,mez,MAD Lions,64,1
7378,dkuq,Damwon Gaming,62,23
6867,avwifio,Rogue,24,2
39920,ijhpoct,Sentinels,25,29
28983,jktcgzu,Damwon Gaming,60,5
4959,otixnoi,Immortals,9,44
34103,osxyeo,Fnatic,11,31
40347,drho,Cloud9,97,37
18720,ltidpbbt,Gen.G,69,5
6018,uyyg,100 Thieves,20,19
12962,bbdmsxo,Hanwha Life Esports,25,35
35082,mbyei,Sentinels,48,13
42914,juboaiq,G2 Esports,89,30
29931,wbinoj,MAD Lions,94,18
31290,ppoyhlee,MAD Lions,6,21
24790,yqkg,100 Thieves,29,13
6661,iaayml,100 Thieves,56,42
14670,csk,Sentinels,88,30
42655,jddcdz,T1,6,19
33213,tlqdrkmt,Fnatic,23,40
42186,ktndjyj,Damwon Gaming,78,14
34538,orv,Fnatic,8,11
21283,oqcsd,Hanwha Life Esports,26,41
48940,jobsiyii,Hanwha Life Esports,19,13
16712,fyylu,T1,69,18
4892,slscri,T1,61,8
23216,robtzla,Immortals,58,36
14981,rwmtcw,Fnatic,25,3
17937,vln,100 Thieves,37,1
32996,aejxzcl,100 Thieves,95,44
38017,wbunza,G2 Esports,77,23
49819,wvyrh,FlyQuest,19,43
13048,hzzlp,Damwon Gaming,49,17
42858,fuyefelg,Rogue,29,41
13838,ujito,Rogue,34,22
1979,oxzjz,MAD Lions,24,30
29325,oadduheh,Rogue,66,12
25501,msoprp,Damwon Gaming,32,33
14173,isosrvvy,Sentinels,87,45
7122,vcvscv,Hanwha Life Esports,66,30
27905,insvp,Sentinels,24,15
2521,qtvq,Cloud9,45,28
2486,gbupfqt,100 Thieves,63,28
8392,szsbzqnw,Immortals,58,34
2145,iltzul,FlyQuest,16,45
5128,mjz,Sentinels,76,34
11990,fxy,Sentinels,82,28
38143,litemjfo,Fnatic,18,18
33260,qlyybzes,MAD Lions,41,31
45862,pmkyagu,Hanwha Life Esports,31,26
34713,qwqznenz,Sentinels,41,27
396,pwgy,Cloud9,79,44
42856,jnsocc,Damwon Gaming,74,29
47985,rkxatmn,Sentinels,91,17
47390,inca,G2 Esports,38,24
11352,ize,FlyQuest,35,41
30619,kvjtp,Fnatic,61,28
44186,blfceyb,Immortals,8,44
37947,zgpwvxqq,Gen.G,97,29
35056,amtpj,Cloud9,47,17
6704,washva,FlyQuest,23,39
35431,qsww,Sentinels,86,26
48694,fniqfdqz,MAD Lions,90,39
18208,qxfl,Sentinels,51,36
37701,jqssk,FlyQuest,38,5
39566,hmzvlbos,T1,47,44
9920,kqvso,Gen.G,89,34
11399,mjlek,Fnatic,85,3
13714,ybj,100 Thieves,17,23
4793,cqbwfdwu,Hanwha Life Esports,98,28
17284,gsruuguc,FlyQuest,26,17
22865,mjyups,100 Thieves,5,38
20812,drdltp,Fnatic,33,16
8687,haq,T1,59,9
47472,cjrd,Fnatic,95,27
18226,feakkfis,100 Thieves,93,7
45548,qiswffxg,FlyQuest,72,33
23501,bpidjp,Fnatic,69,25
31133,iuhoavg,Damwon Gaming,35,23
26185,xdymwo,Damwon Gaming,60,15
28306,mxlwp,Rogue,49,41
27468,pmvnsp,Hanwha Life Esports,8,35
15918,cxhmnzf,T1,27,1
13703,jeedqnp,MAD Lions,87,19
38292,lzdpkos,T1,76,2
37247,rqi,T1,76,17
30627,ysbyk,100 Thieves,17,13
49558,tsrufa,MAD Lions,29,35
40034,cob,G2 Esports,61,16
16422,uehf,FlyQuest,48,11
28607,qal,Fnatic,88,20
44923,mymti,FlyQuest,82,26
27047,abkorw,100 Thieves,57,21
12717,ofmcdg,100 Thieves,20,9
11505,agznl,Sentinels,71,36
24800,ibynf,Gen.G,80,3
6833,toc,Damwon Gaming,62,30
25062,rmi,Hanwha Life Esports,34,18
22161,jooij,Immortals,46,30
48978,kkkazc,Sentinels,59,38
49668,qvxdp,Rogue,0,37
17038,uvjrm,Rogue,79,24
1909,wosbh,Damwon Gaming,98,10
3842,jogo,Cloud9,88,31
19091,vgug,Hanwha Life Esports,69,5
11652,jzabnis,T1,40,10
18825,qaxu,Fnatic,71,41
24691,uuwi,Cloud9,9,8
5715,twiczu,T1,7,16
30765,jxmvc,Fnatic,51,22
24205,jjqhhjm,T1,6,29
18973,ppusn,FlyQuest,48,12
39586,cfo,Fnatic,69,4
47509,azjizjql,Cloud9,32,12
32042,dqpxqk,Immortals,0,9
47478,tvme,Damwon Gaming,22,42
4648,kce,Sentinels,47,34
3037,fgoiy,Hanwha Life Esports,93,11
35189,iyvd,MAD Lions,72,17
46821,tyfvxwp,MAD Lions,12,31
30333,vppvhji,Gen.G,30,22
44083,lxy,Rogue,27,35
16697,ahrp,Damwon Gaming,17,45
30083,benzx,Fnatic,55,40
8054,nfrrtd,Damwon Gaming,38,31
1647,djhqboqp,Fnatic,50,2
48225,futmf,G2 Esports,24,45
42673,lgfjvss,G2 Esports,57,7
47056,exzo,Hanwha Life Esports,84,24
42928,lnmonoc,Fnatic,92,37
20006,sqhjyjfr,Immortals,76,32
2504,hyo,Immortals,4,42
23258,qbqwf,Rogue,1,42
44854,uiwhli,Gen.G,53,19
6270,crrtm,G2 Esports,62,35
39256,islkeyu,Immortals,60,34
48532,scq,Rogue,57,14
26172,qzswjz,G2 Esports,63,40
43951,fgtsglx,Rogue,24,28
4445,zkref,FlyQuest,53,38
2135,aipis,100 Thieves,76,29
25101,lplg,100 Thieves,49,19
48306,ovk,Hanwha Life Esports,68,38
15478,yczk,Cloud9,66,42
18044,axga,T1,18,12
24990,wytitzv,Rogue,75,38
46494,ppgyfvlq,MAD Lions,67,19
1859,bjsg,T1,74,19
18036,cgduvz,Cloud9,93,21
29008,rbmhspgw,G2 Esports,26,11
21182,nlsvp,G2 Esports,41,25
20249,xkcfxr,Damwon Gaming,49,33
46325,oikvthe,Damwon Gaming,40,40
29384,mxkv,100 Thieves,1,21
10918,uun,Immortals,0,42
23011,wofpjwa,Immortals,77,7
11919,sduatc,Rogue,56,13
11225,ptwi,T1,62,20
3655,qfroicoz,Sentinels,27,25
42454,mywa,Gen.G,83,3
27624,husbo,Rogue,94,32
49648,nywhs,Damwon Gaming,31,13
16361,kanuuq,Hanwha Life Esports,95,19
16594,bll,Hanwha Life Esports,42,17
33832,qjf,Damwon Gaming,4,33
29787,wkorl,Fnatic,55,22
25243,piwkmupw,Immortals,47,14
20497,oybizsmx,Immortals,84,31
30039,eezsc,Cloud9,92,21
28148,ptuhq,Cloud9,44,43
20962,dod,G2 Esports,94,12
28194,kuz,Immortals,30,36
32310,cpbwoguz,FlyQuest,48,1
36847,qkhdx,Hanwha Life Esports,29,11
24761,eon,Damwon Gaming,59,4
19322,hvthj,100 Thieves,54,27
17393,eojckh,Cloud9,27,18
28838,jnkztx,Sentinels,28,37
16505,tsshn,Damwon Gaming,30,12
35786,oab,100 Thieves,40,31
31764,dihthte,Gen.G,63,17
8149,vhgmnjwf,Cloud9,69,33
34446,sglrseh,G2 Esports,39,17
36360,ynihqff,Sentinels,69,12
35552,dgqdk,Sentinels,7,19
1737,bbdxumj,FlyQuest,11,27
11131,lkypcgqy,Rogue,93,42
49046,ltjtirw,MAD Lions,59,16
28988,ttrutlxr,G2 Esports,26,25
29114,moqbjyh,Rogue,100,37
18394,yzemi,Gen.G,42,1
45536,virv,Rogue,61,9
30066,vtzma,G2 Esports,0,9
11570,gbouksd,Gen.G,54,3
5051,phhxrnc,Rogue,67,22
9225,fxf,FlyQuest,35,38
33365,tbtbkd,Rogue,40,34
49934,vhfpfcnu,T1,49,19
30798,pkov,Sentinels,31,18
914,tqtk,Gen.G,10,3
11670,mzp,100 Thieves,46,45
26893,vde,Hanwha Life Esports,83,39
38965,rygajzkb,Gen.G,13,11
33171,ealadz,Rogue,5,28
26438,qqvroxl,Sentinels,70,40
48173,rvjqfe,Cloud9,82,45
33530,tzwfx,T1,0,4
29386,xbm,Sentinels,55,13
47374,ekimt,MAD Lions,66,4
26456,swnndf,Rogue,78,35
47389,jryhboy,Damwon Gaming,8,40
37550,nrqbalmh,T1,15,9
22491,vcqnihu,100 Thieves,6,10
29115,waqqvyv,MAD Lions,29,31
44680,jabyaun,MAD Lions,12,33
5546,wbzv,Rogue,88,14
28773,tezdgf,Damwon Gaming,18,40
42044,zqrsh,100 Thieves,95,40
22950,niivec,Hanwha Life Esports,44,25
47737,wyv,100 Thieves,28,31
37025,nrsqiyfn,100 Thieves,43,5
27300,yewgejz,Rogue,0,15
5577,pgks,100 Thieves,22,23
7638,ywwkzcsa,MAD Lions,7,15
46724,axqen,Sentinels,86,43
31231,gpmuc,MAD Lions,26,29
46197,otmw,Gen.G,85,7
24901,gdqg,Damwon Gaming,48,23
16723,tkjpz,Gen.G,35,17
25617,aypqfo,Fnatic,61,42
24230,sjzwudhp,Rogue,83,13
21490,qyguqcn,FlyQuest,32,27
15454,pckx,Damwon Gaming,96,35
28408,rsvxcpaf,FlyQuest,25,19
25341,ygj,Damwon Gaming,31,26
21388,jmsxvefe,Gen.G,99,20
13069,vtwswwfu,Immortals,55,33
25535,ikbc,FlyQuest,9,38
37922,nsf,T1,89,42
22014,vxqdc,Gen.G,12,14
42269,xumm,Hanwha Life Esports,25,41
34290,axblzdyg,100 Thieves,8,17
44152,gwkfk,T1,86,44
6095,kzcvfo,MAD Lions,41,11
17512,uhb,Sentinels,63,10
36981,rmevbg,Fnatic,80,39
29247,eeueggq,Fnatic,89,38
16565,cdkksgp,Hanwha Life Esports,1,14
36181,qqmi,Gen.G,20,15
35861,qftu,Fnatic,78,23
32308,dhjtr,Cloud9,43,2
23587,zurux,Rogue,98,1
20064,klqnu,Immortals,90,40
37307,dotlaiil,FlyQuest,64,39
47993,qlaokys,Damwon Gaming,49,9
29351,frosz,Gen.G,13,29
15117,fiu,Cloud9,49,10
15841,hxsesxbe,Rogue,63,37
22996,dhgj,Sentinels,66,33
37283,iwgzw,Damwon Gaming,25,12
49237,knvvfnw,Hanwha Life Esports,91,17
42775,bgzbm,Gen.G,1,1
17175,aesu,T1,71,7
25249,hqm,Cloud9,30,7
49044,smivthub,Hanwha Life Esports,44,20
37488,pqtkp,FlyQuest,44,25
11847,xmnuoqnh,Damwon Gaming,67,10
28615,nbouwp,FlyQuest,15,36
18114,hcwsblx,FlyQuest,62,26
40998,otwbaq,Fnatic,56,26
28435,neqap,Sentinels,87,2
24316,ckenage,MAD Lions,9,3
41273,ritixc,Fnatic,50,5
39576,ibvijeve,MAD Lions,53,22
8129,krool,Immortals,31,41
11252,efgaqzya,G2 Esports,11,31
21609,zdtdyzgz,Gen.G,46,24
37758,alamnbej,Cloud9,1,37
9566,rhey,Rogue,95,45
47783,zwab,FlyQuest,13,8
24914,szqzyub,MAD Lions,42,15
25840,iuzq,Gen.G,51,29
23686,yovv,Hanwha Life Esports,43,15
7134,sjt,Fnatic,61,33
17465,pwc,FlyQuest,78,3
37191,cwmse,Sentinels,61,28
22878,zjilxzmr,Gen.G,42,26
24878,ddmx,Fnatic,85,41
1386,wwyrb,Damwon Gaming,57,28
18217,thboegua,Cloud9,92,19
16495,lwxvsriw,Fnatic,46,1
30953,uejcz,G2 Esports,75,9
16206,egxll,Sentinels,66,38
32315,pumleir,FlyQuest,12,23
6203,vypxxvx,MAD Lions,35,33
24188,vwz,G2 Esports,31,28
23841,vltzm,Immortals,97,5
34510,gcsvgpo,MAD Lions,93,14
13037,wkv,T1,88,26
11367,ylnronxq,G2 Esports,68,3
8965,umajqkm,T1,93,1
26827,emhjqlyo,Gen.G,85,43
29387,mchapj,T1,23,42
1821,rok,Rogue,57,36
12754,uunm,FlyQuest,99,14
32663,qjyac,Cloud9,87,44
32958,aex,Fnatic,71,8
3831,dml,Immortals,34,45
30314,buxd,100 Thieves,94,13
38697,wjnrjgs,FlyQuest,56,18
32887,nvdrr,Hanwha Life Esports,74,27
17016,zmij,Cloud9,92,1
17427,zzmxzqe,G2 Esports,84,29
17799,gwy,Immortals,81,30
18930,egdyksr,Gen.G,41,34
6969,wudx,Hanwha Life Esports,49,38
26138,vdmoa,100 Thieves,13,15
3182,rnit,FlyQuest,34,18
13593,cbohmwbo,Fnatic,11,22
1545,nipobeu,Gen.G,56,18
33465,iuskzwi,Gen.G,96,35
11827,pslou,Hanwha Life Esports,23,16
24532,rkhqentl,Immortals,17,13
25478,molrxkrv,Fnatic,20,1
37853,ajsn,Fnatic,20,20
8929,czaidygx,Damwon Gaming,90,24
27185,xnw,100 Thieves,32,44
930,mhckhn,Cloud9,50,9
6771,wovcnq,Sentinels,9,11
25460,mvcckcw,Immortals,51,21
9312,xhryndaj,Fnatic,22,45
24678,ennq,G2 Esports,21,44
47370,qhxg,Cloud9,96,31
5496,khyv,MAD Lions,69,40
32217,qvr,Rogue,0,28
18728,wurbvfj,Immortals,10,30
39742,fajkqseb,Fnatic,53,36
34850,gkj,Rogue,19,23
25846,uqaue,Sentinels,87,39
22652,vcwkjuaw,Immortals,24,5
37886,cup,Cloud9,14,35
863,kekwjd,Sentinels,62,12
17455,jdjer,Damwon Gaming,82,36
34610,qmtgmo,Immortals,31,9
23230,kuw,MAD Lions,38,3
44483,pgiwquna,Sentinels,4,41
32090,qypvqxow,MAD Lions,8,16
39624,xrgnzxp,Cloud9,7,9
33348,wzmnon,MAD Lions,38,27
44823,sepbcfrk,Gen.G,46,15
44076,pvamzy,Fnatic,2,43
34051,vijurn,Rogue,66,18
10957,oyn,Fnatic,78,11
14908,asvehhz,G2 Esports,39,16
31181,uyum,Rogue,70,36
19754,zfdir,MAD Lions,95,22
33214,pvxqqkxy,T1,65,40
17662,reeaigz,G2 Esports,53,44
34305,unkihx,FlyQuest,86,12
41341,mib,MAD Lions,77,11
45223,hgdobw,Hanwha Life Esports,24,30
29849,jfk,100 Thieves,40,31
47051,wbyhx,FlyQuest,18,30
1482,zcdmolm,G2 Esports,70,9
40391,tvu,Cloud9,72,18
18408,yol,Rogue,22,22
15170,bfdpla,T1,80,41
36520,uydiu,Fnatic,29,38
42980,mremfts,T1,56,26
12799,xfpnt,MAD Lions,8,25
16555,dlqpgx,Sentinels,50,37
5075,foyg,MAD Lions,87,21
23467,brdks,Hanwha Life Esports,35,41
25057,whuchsa,FlyQuest,27,3
47686,kbdieof,100 Thieves,49,37
3183,aoj,FlyQuest,65,32
19678,tyjrsh,Rogue,72,36
43704,tax,Fnatic,32,45
35017,gcqjqjv,FlyQuest,87,35
2419,obdg,Cloud9,49,41
32812,evcvkqp,Cloud9,8,19
10225,jvlucw,Hanwha Life Esports,25,14
36348,vejcvvc,Hanwha Life Esports,60,10
26802,jfjm,Immortals,28,25
4182,aehkokai,Cloud9,100,3
14643,czworkgv,MAD Lions,43,2
14274,qex,Fnatic,64,15
40031,vrypxu,Cloud9,4,8
32017,kjgk,MAD Lions,96,10
31374,qefr,T1,89,25
17551,jxtv,T1,62,23
27113,ozskw,Cloud9,7,21
15430,fykmu,Fnatic,78,44
42847,heg,Cloud9,93,35
41453,zufheo,Immortals,67,20
4133,qrzcchu,100 Thieves,79,20
37022,vszdq,MAD Lions,99,31
10814,wjk,G2 Esports,77,26
25892,uss,T1,20,2
33914,fgtzfd,Cloud9,1,37
16047,zcncb,G2 Esports,71,25
31344,ibedvj,Hanwha Life Esports,11,21
33593,mrcxxx,Immortals,56,26
32759,vqkchc,G2 Esports,99,20
7665,wwhggqnm,Cloud9,70,8
11142,cvoif,Damwon Gaming,59,25
9932,nyefrw,Fnatic,55,4
411,ueimfy,Immortals,98,6
33727,qavlbba,Gen.G,80,11
36453,vqik,FlyQuest,90,2
27886,zthq,MAD Lions,31,35
29899,ziiqkp,Cloud9,95,45
18838,ugfthbd,FlyQuest,36,25
44063,bkrqxrw,Fnatic,22,33
16586,htltyakp,T1,45,22
4612,nzylix,Hanwha Life Esports,94,18
31203,whb,Gen.G,46,32
41938,ckqd,Sentinels,21,27
23464,iccdjb,100 Thieves,46,23
9888,rwct,Cloud9,16,21
40619,yakr,Damwon Gaming,31,34
34239,kczwcjr,Gen.G,47,20
2948,zjebxbvv,Hanwha Life Esports,63,12
1163,trdqsbcn,G2 Esports,99,27
47624,cqf,Fnatic,58,12
15429,yqntywgp,Immortals,96,40
14748,azjop,Cloud9,77,9
25487,elam,Sentinels,79,31
30217,zrlapq,Hanwha Life Esports,34,43
20040,hxk,MAD Lions,17,29
4362,twi,100 Thieves,33,25
48244,ncszs,G2 Esports,13,12
24367,wtjb,Immortals,36,24
17309,wbbdspgl,Cloud9,87,4
46168,vmttcg,Damwon Gaming,4,12
38161,aerf,MAD Lions,5,33
13283,nwb,Damwon Gaming,49,34
33209,hkqu,Damwon Gaming,60,8
16916,ckn,T1,89,11
8435,dlwcvigv,Gen.G,43,4
14095,zcpyansj,Gen.G,31,17
46578,slrwtuuq,Rogue,3,39
14924,pbdzy,Damwon Gaming,81,45
27106,kav,100 Thieves,17,21
6338,qbtxh,MAD Lions,78,34
41809,yeqvhk,G2 Esports,49,11
14697,rig,Sentinels,68,35
20646,igevot,T1,48,15
1479,zepc,MAD Lions,76,45
38367,duochq,Cloud9,29,32
48551,zltv,Immortals,64,4
44338,ycfycvp,MAD Lions,84,29
3038,ijgyadqg,FlyQuest,23,38
30895,knizyoqy,FlyQuest,59,25
33305,qay,Rogue,30,17
36755,kvce,Fnatic,25,33
24921,wuqfkv,T1,98,5
24456,uwgdmqcx,Cloud9,4,27
41599,yvoleff,T1,60,6
45207,ambexxmd,100 Thieves,30,6
30508,xbh,Rogue,31,3
10029,qzvwj,Immortals,27,40
13911,zlecndmg,Gen.G,7,32
42765,zyweiujl,G2 Esports,6,20
37997,ylvhpy,MAD Lions,16,17
1023,qcwtf,Fnatic,76,13
18269,prbue,100 Thieves,72,31
47247,aenyqeu,Rogue,34,10
6851,mxowzqts,FlyQuest,20,29
13160,wtbyidu,FlyQuest,9,38
11129,djxl,FlyQuest,32,30
20386,ivtsyy,Fnatic,59,30
38183,jvee,MAD Lions,99,5
18444,dhvn,MAD Lions,39,11
17006,ljv,FlyQuest,15,20
17066,yxejgf,Rogue,74,10
15743,coso,MAD Lions,88,5
7120,ottjhcv,Hanwha Life Esports,67,1
39295,dvvzpwy,Fnatic,87,30
1323,esz,FlyQuest,26,27
12833,lsd,Hanwha Life Esports,22,37
25203,tnrdv,T1,97,42
35742,btxfbqz,Fnatic,13,19
46949,qysr,Cloud9,87,15
8242,wpq,MAD Lions,65,17
33371,xdlmqib,T1,81,18
28135,qduyqc,Fnatic,70,31
